CUSTOMER_PK	SALUTATION	FIRST_NAME	LAST_NAME	GENDER	MARITAL_STATUS	DAY_OF_BIRTH	BIRTH_COUNTRY	EMAIL_ADDRESS	CITY_NAME	ZIP_CODE	COUNTRY_NAME	GMT_TIMEZONE_OFFSET	PREFERRED_CUST_FLAG	REGISTRATION_TIME
23886709	Mrs.	Debra	Stokes	M	U	1984-02-27	Nicaragua	debra.stokes@f.com	White Oak	66668	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
23886712	Dr.	Emily	Rosa	F	D	1935-10-06	Isle Of Man	emily.rosa@995z6s5dt.edu	Mountain View	34466		-6.00	TRUE	2022-10-03 22:43:20.810 -0700
23886713	Ms.	Joann	Williams	M	S	1955-11-15	Spain	joann.williams@gblk6ypzorjdqng.com	Woodlawn	54098	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
23886716	Sir	Earl	Jamison	M	U	1965-09-08	Aland Islands	earl.jamison@ke8olnsg8.com	Harmony	75804	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
23886717	Dr.	Raymond	Fullerton	F	W	1990-06-10	Ethiopia	raymond.fullerton@sbpsolremrjdxayuhh.com	Salem	58048	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
23886746	Dr.	Kristin	Donnelly	F	U	1964-06-15	Swaziland	kristin.donnelly@ffyqyhj5jxh.edu	Chestnut Ridge	97334	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
23886835	Dr.	Kyle	Flowers	M	S	1975-06-20	Aruba	kyle.flowers@4dcvpdeogsniyp.org	Sunnyside	61952	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
23886849	Ms.	Jill	Taylor	F	D	1926-10-15	Bahamas	jill.taylor@1d2c6skvv.edu	Mount Olive	28059	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
23886895	Sir	Pete	Howard	F	M	1973-10-02	Uruguay	pete.howard@a.edu	Jerome	49920	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
23886909	Mrs.	Nancy	Green	M	M	1979-10-12	Zimbabwe	nancy.green@jg0bj75kmkpoy5uhsa3.edu	Friendship	84536	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
23886923	Sir	Alfredo	Egan	M	U	1990-01-06	Turkey	alfredo.egan@eslf.org	Woodville	54289	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
23886949	Mrs.	Angela	Bailey	M	M	1939-04-11	Saudi Arabia	angela.bailey@foxxrj01t8.edu	Valley View	55124	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
23886968	Miss	Meredith	Wilder	F	D	1970-04-24	Mali	meredith.wilder@fhx.com	Mount Zion	68054	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
23886977	Sir	Joshua	Gilbert	M	W	1937-03-17	Bhutan	joshua.gilbert@2umc78p.com	Mountain View	54466	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
23887016	Dr.	Rachel	Valenzuela	F	S	1948-12-19	Cape Verde	rachel.valenzuela@qjccdyeitap5z3sx5xp.org	Antioch	38605	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
23887025	Dr.	Phyllis	Mixon	M	U	1972-03-14	Norway	phyllis.mixon@bmdfkyn0yz91.com	Union Hill	87746	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
23887026	Mr.	Troy	Burton	F	M	1976-01-10	Armenia	troy.burton@uepmh9kt0pjkxvnqr.com	Green Acres	27683	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
23887037	Dr.	Morris	Mendoza	M	M	1969-02-15	Djibouti	morris.mendoza@jniok.org	Oak Grove	58370	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
23887046	Mr.	Leonard	Nettles	F	S	1936-09-16	Zimbabwe	leonard.nettles@6t69vjq3ata.edu	Marion	80399	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
23887049	Dr.	Denise	Burnett	F	M	1985-06-13	San Marino	denise.burnett@n8t5.org	Deerfield	19840	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27349445	Miss	Rita	Ray	F	W	1927-10-28	Belarus	rita.ray@4y5ek3lfi1eq.com	Riverside	19231	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27349487	Mr.	William	Mueller	M	U	1975-05-30	Kazakhstan	william.mueller@ejbpgtfetl.com	Buena Vista	95752	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
27349490	Sir	James	Walter	M	D	1954-03-25	Marshall Islands	james.walter@1b9qlf8p.org	Stringtown	30162	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27349509	Mrs.	Martha	Rivera	M	M	1930-11-21	Mali	martha.rivera@cmcyrgf.org	Bethel	85281	United States	-8.00	TRUE	2022-10-03 22:43:20.810 -0700
27349510	Ms.	Patsy	Mendoza	F	W	1968-05-15	Nepal	patsy.mendoza@e4fblu3tjcde.com	Forest Hills	29237	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27349524	Mr.	Richard	Wilhelm	F	M	1960-02-04	Andorra	richard.wilhelm@mbz5jfj6dvi8p.edu	Midway	51904	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27349534	Sir	William	Davis	F	W	1991-03-10	Western Sahara	william.davis@xoepetutrerlhxnrby.org	Forest Hills	69237	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27349548	Mr.	Cody	Parks	M	U	1943-09-24	Bulgaria	cody.parks@odt2zlx6.com	Shiloh	49275	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27349550	Dr.	Alfonso	Cook	F	M	1940-06-19	Mauritius	alfonso.cook@ik3vzytx.com	Oak Grove	48370	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27349567	Sir	Benjamin	Batson	F	U	1967-08-11	Mauritius	benjamin.batson@st1qvx1.com	Newport	61521	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27349585	Ms.	Dawn	Mitchell	M	D	1940-11-01	French Guiana	dawn.mitchell@mlmkoduml.org	Bethel	45281	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27349590	Sir	Larry	Meyers	M	U	1979-12-09	Saudi Arabia	larry.meyers@mgza2eg.com	Green Acres	87683	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27349607	Ms.	Marie	Jackson	F	U	1925-05-26	Christmas Island	marie.jackson@p2l.org	Pleasant Grove	44136	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27349645	Miss	Olga	Bass	M	S	1992-08-05	Kiribati	olga.bass@h15nnuo.edu	Spring Valley	76060	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27349653	Sir	Eddie	Parr	F	S	1964-08-18	Guatemala	eddie.parr@y7ytz.org	Franklin	59101	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27349677	Miss	Marlo	Jameson	M	U	1985-06-17	Hungary	marlo.jameson@ma4u.org	Glenwood	33511	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27349716	Mr.	Kevin	Reynolds	F	W	1943-11-22	Kiribati	kevin.reynolds@smxqs.org	Riverview	79003	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27349732	Miss	Angel	Gibbs	F	U	1931-08-25	Christmas Island	angel.gibbs@0mefraeq6c.org	White Oak	16668	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27349734	Mr.	Donald	Wilson	M	M	1957-01-23	RÉunion	donald.wilson@ec5vfzen.org	Five Forks	92293	United States	-9.00	TRUE	2022-10-03 22:43:20.810 -0700
27349743	Mr.	Noel	Amaral	F	D	1937-02-26	Singapore	noel.amaral@bhnd6tpz01.org	Wilson	86971	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27349785	Ms.	Tasha	Nowlin	M	U	1924-07-01	New Zealand	tasha.nowlin@fst085sog.org	Oakland	29843	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27349800	Mr.	Theodore	Flores	F	M	1980-09-28	Dominica	theodore.flores@1fzrg1h.org	Riverside	79231	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27349810	Miss	Tiffany	Vega	M	W	1966-03-11	Ukraine	tiffany.vega@rq1.com	Friendship	64536	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27349812	Sir	Hubert	Trujillo	F	W	1952-09-27	Guam	hubert.trujillo@hnujo7g.org	Oakland	29843	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27349835	Mr.	Fred	Killian	M	M	1939-01-12	Solomon Islands	fred.killian@vbjq25imsyqoypo.org	Glenwood	13511	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27349846	Dr.	Vicki	Hickey	M	M	1967-04-23	Netherlands Antilles	vicki.hickey@2ds58iboy.com	Macedonia	81087	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27349854	Ms.	Isabel	Green	M	U	1989-11-18	Sierra Leone	isabel.green@hszr67xxmohor1y.com	Summit	30499	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27349869	Miss	Alix	Lane	M	M	1962-01-14	Nauru	alix.lane@zd4o9f28kgio98xqjex.com	Enterprise	02357	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27349873	Sir	Henry	Clarke	F	M	1944-11-05	Namibia	henry.clarke@zzhoomjtfts.edu	Arthur	25965	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27349877	Mr.	Stephen	Williams	M	D	1942-04-21	Serbia	stephen.williams@gq6ncjstilfmf6du.org	Summit	70499	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27349889	Dr.	David	Gibbs	M	S	1926-01-08	Kazakhstan	david.gibbs@ptu1f1n1lhne17t.edu	Springdale	78883	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27349903	Dr.	Charles	Moore	M	U	1989-05-31	Marshall Islands	charles.moore@sjodoe4khldde.org	Highland Park	56534	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27349911	Mr.	David	Hawthorne	M	W	1943-04-18	Israel	david.hawthorne@h4f.edu	Pleasant Valley	12477	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27349943	Mr.	Gregory	Mann	M	U	1963-07-16	Grenada	gregory.mann@njix.org	Mount Pleasant	51933	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27349967	Sir	Andres	Otero	F	S	1950-12-10	Puerto Rico	andres.otero@nrpuvrtq6hnkyrh.com	Guilford	74408	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27349990	Miss	Regina	Walker	M	S	1948-07-01	Guam	regina.walker@u2erzvhnii.com	Plainview	53683	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27349991	Ms.	Molly	Carrington	F	M	1943-09-01	Uzbekistan	molly.carrington@sa00mu2.com	Owens	72324	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27349994	Dr.	Adrienne	Ayala	F	U	1975-06-07	Marshall Islands	adrienne.ayala@lnl9zmm.com	Riverview	59003	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350026	Dr.	Vanessa	Kelly	F	S	1968-05-06	Samoa	vanessa.kelly@lpdy3gguzzjso5i.org	Wilton	66997	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350035	Ms.	Hazel	Jones	F	S	1982-01-03	Malaysia	hazel.jones@m8aengimymix.org	Greenwood	78828	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350042	Dr.	Bernard	Moore	F	M	1927-08-19	Japan	bernard.moore@et.edu	Saint Clair	55294	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27350050	Miss	Nicole	Fernandez	M	U	1934-12-17	Malaysia	nicole.fernandez@gnj.com	Lakewood	28877	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27350076	Mr.	Daniel	Larkin	F	M	1942-05-16	Finland	daniel.larkin@a1b.com	Wildwood	96871	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
27350084	Sir	Charles	Clinton	M	M	1936-03-29	Sri Lanka	charles.clinton@0uczaal.com	Langdon	40852	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27350179	Dr.	Russell	Castro	M	D	1960-06-04	Lebanon	russell.castro@olrq.edu	Buckingham	74092	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350207	Sir	Richard	Baker	M	M	1927-02-08	Burkina Faso	richard.baker@7mty.com	Riverside	29231	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27350289	Sir	Robert	Clark	F	M	1990-04-27	Hong Kong	robert.clark@on.com	Springdale	38883	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27350307	Mr.	Ruben	Higgins	F	W	1976-07-08	Virgin Islands, U.S.	ruben.higgins@mzm0enh3hpb.org	Warwick	21398	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27350337	Miss	Kara	Outlaw	F	S	1984-06-07	Pitcairn	kara.outlaw@a2ozzxdvmu3u.org	Clinton	18222	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27350358	Sir	Terrance	Cornejo	M	D	1955-08-17	Kiribati	terrance.cornejo@jhbs7c.com	Wilson	46971	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27350368	Dr.	Mandy	Radford	M	M	1929-02-15	Belarus	mandy.radford@ktzr1a.com	Wilson	26971	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27350383	Mrs.	Destiny	Blank	M	W	1966-12-20	Cayman Islands	destiny.blank@iu.edu	White Oak	66668	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350416	Sir	Willie	Fisher	F	D	1971-09-22	Saint Lucia	willie.fisher@dukd2hgss3.com	Five Points	46098	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27350436	Mrs.	Sylvia	Bermudez	F	W	1959-08-30	Wallis And Futuna	sylvia.bermudez@sffuxoi.edu	Lakewood	58877	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27350449	Mr.	Jasper	White	F	U	1941-10-03	Virgin Islands, U.S.	jasper.white@p.org	Green Acres	77683	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350451	Ms.	Joy	Healy	M	D	1984-10-22	Tajikistan	joy.healy@yhlms9cnez.org	Sulphur Springs	78354	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350456	Dr.	Luann	Hairston	F	W	1977-01-25	Samoa	luann.hairston@j2flpyd5dc9hmlj.edu	Wildwood	36871	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27350459	Mr.	Mario	Lacey	M	D	1976-01-30	Hong Kong	mario.lacey@vsnscccaz.org	Pleasant Hill	53604	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27350488	Dr.	Michael	Gallagher	M	U	1949-07-01	Fiji	michael.gallagher@80z6ylopt.org	Clifton	48014	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27350491	Miss	Betty	Dillon	M	D	1949-11-30	Thailand	betty.dillon@2ff9oyr373jz.com	Buena Vista	85752	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27350517	Sir	Mathew	White	F	S	1975-12-15	Togo	mathew.white@1c0nkvgpjmylb2l.org	Marion	40399	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27350525	Sir	Juan	Saunders	F	D	1939-01-10	Cambodia	juan.saunders@hqkz1qx2vl.com	Newtown	61749	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350532	Miss	Jacqueline	Vue	F	S	1949-03-21	Malaysia	jacqueline.vue@oli9t.com	Jackson	39583	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27350538	Miss	Anne	Hobson	F	D	1939-06-19	Portugal	anne.hobson@l.com	Woodlawn	44098	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350575	Miss	May	Crawford	F	W	1979-04-12	Cameroon	may.crawford@ebn10yi2cbk.com	Glenwood	83511	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27350576	Dr.	Debora	Jones	F	M	1934-03-11	Solomon Islands	debora.jones@xikimzll.org	Shiloh	79275	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27350587	Mr.	Timothy	Perez	F	U	1944-06-24	Liechtenstein	timothy.perez@dc9jyx.org	Union	18721	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27350608	Mrs.	Priscilla	Herrington	F	U	1982-09-15	Christmas Island	priscilla.herrington@21opvghzsogzm.com	Fairfield	36192	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350642	Ms.	Amanda	Schmidt	M	W	1953-08-19	Australia	amanda.schmidt@zo0esglhr.edu	Red Hill	44338	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27350668	Sir	Thomas	Wilcox	F	D	1926-04-03	Eritrea	thomas.wilcox@6fzjmipsb0.org	Galena	54369	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27350687	Sir	Robert	Beard	F	W	1938-02-02	Luxembourg	robert.beard@v7yv.com	Riverside	49231	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27350688	Dr.	James	Bullock	M	S	1929-11-16	Pakistan	james.bullock@hs15jk8ep2le.org	Riverview	29003	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27350701	Dr.	Thomas	Roberts	F	U	1964-12-30	Dominica	thomas.roberts@uek3pet6vimp.edu	Shady Grove	92812	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
27350736	Dr.	Brian	Park	F	S	1953-12-30	Malawi	brian.park@z.org	Enterprise	51757	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350741	Ms.	Carolyn	Felix	M	S	1925-04-13	Comoros	carolyn.felix@cn8elc.org	Barnes	13788	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27350748	Mrs.	Jane	Hill	F	W	1935-03-05	Netherlands Antilles	jane.hill@d3ntiai5udf.com	Avoca	50540	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27350757	Miss	Bertha	Watts	M	U	1982-01-25	Lithuania	bertha.watts@oxnd8bqzotbj.com	Riverdale	59391	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350758	Sir	Ernest	Beach	F	S	1976-02-22	Uganda	ernest.beach@92mx.edu	Glendale	43951	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27350775	Mrs.	Martha	Rodriguez	F	S	1979-11-04	Israel	martha.rodriguez@b0vhej6u2rrop0kd.edu	Harmony	95804	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
27350785	Mr.	Juan	Frazier	F	W	1939-05-13	Western Sahara	juan.frazier@vjxpixofdzfpkvyrau.com	Mount Vernon	78482	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27350790	Sir	Clarence	Pollard	M	S	1948-04-19	Barbados	clarence.pollard@mdmx1fzb9cyk.org	Spring Valley	66060	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27350817	Dr.	Michael	Gunter	F	D	1954-11-22	Lebanon	michael.gunter@qydbi5acc4eav.org	Jackson	39583	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27350824	Dr.	Matthew	Cook	M	M	1962-10-26	Israel	matthew.cook@jl9zohkzq2hyjf1jq.edu	Franklin	59101	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27350854	Miss	Deborah	Beaudry	M	M	1946-07-10	Guinea-Bissau	deborah.beaudry@hs19xj3in24g5k.org	Harmony	65804	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27350877	Mrs.	Maggie	Pace	F	U	1934-12-19	Mongolia	maggie.pace@11xdkdfpoij.org	Riverside	79231	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350918	Sir	James	Taylor	F	D	1961-08-16	Grenada	james.taylor@uzl3kam31.edu	Jackson	69583	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27350944	Dr.	Katelin	William	F	M	1929-12-24	Norfolk Island	katelin.william@qfcy6iq0lpvgics.org	Spring Hill	46787	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27350965	Mr.	James	Molina	F	D	1929-08-26	RÉunion	james.molina@pq.org	Cedar Grove	20411	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27350972	Mr.	Nicholas	Stevens	F	U	1926-06-18	Mauritania	nicholas.stevens@v3pf7ukpytk.org	Edgewood	50069	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350986	Miss	Else	Tipton	M	W	1986-02-11	New Caledonia	else.tipton@redennysfn.edu	Bethel	75281	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27350995	Mrs.	Christina	Deaton	F	D	1961-12-24	Seychelles	christina.deaton@3zbigd7hsp0rz.org	Harmony	75804	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27351001	Ms.	Betsy	Campbell	M	W	1961-03-06	Bangladesh	betsy.campbell@nvkr02qfa5ravgk.org	Shiloh	79275	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27351017	Dr.	Lloyd	Kruse	F	S	1926-08-19	Tonga	lloyd.kruse@tzdnh16ef3ycjv7iy.edu	Woodlawn	34098	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27351026	Dr.	Elisabeth	Brooks	M	W	1933-02-21	Paraguay	elisabeth.brooks@l1cr.edu	Garrison	48767	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27351028	Dr.	Larry	Spalding	M	U	1928-04-02	Bahamas	larry.spalding@r94q2pdej.org	Five Points	56098	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27351041	Dr.	Nancy	Edwards	F	M	1981-11-21	Chile	nancy.edwards@j5gj.org	Lebanon	22898	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27351054	Sir	Michael	Russell	M	U	1958-02-05	Ecuador	michael.russell@v.org	Oakdale	49584	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27351063	Dr.	Henry	Ramirez	M	D	1986-12-14	Bangladesh	henry.ramirez@guvpcfik2gnb.org	Bridgeport	75817	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27351107	Miss	Dora	Dowling	M	S	1963-07-17	Indonesia	dora.dowling@fpuhbpmlgpnnx5.com	Fairview	45709	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27351124	Sir	Milton	Ball	M	D	1966-03-13	Puerto Rico	milton.ball@iz1d2cdm9hfn2e.edu	Webb	50899	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27351154	Dr.	Anne	Schmidt	M	W	1990-01-06	Comoros	anne.schmidt@8e75vxb.com	Five Points	96098	United States	-10.00	FALSE	2022-10-03 22:43:20.810 -0700
27351166	Dr.	Charles	Mclaughlin	F	U	1967-02-23	Benin	charles.mclaughlin@dkq3f8vs.edu	Shady Grove	22812	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27351190	Miss	Maritza	Alston	F	D	1974-08-23	Christmas Island	maritza.alston@kqqq0dhyekbafuru.edu	Oak Ridge	78371	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27351204	Ms.	Charline	Dyer	M	M	1963-06-29	Kiribati	charline.dyer@e22q31g5thi1j.com	Oak Grove	38370	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27351221	Dr.	Christian	Ramirez	F	S	1953-11-02	Switzerland	christian.ramirez@ul1u2.edu	Clinton	38222	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27351264	Mrs.	Roxanne	Ray	M	M	1926-04-05	Paraguay	roxanne.ray@z3jzc94pacsrcpmq.org	Newtown	81749	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27351276	Mrs.	Viola	Thompson	M	U	1981-01-09	Cayman Islands	viola.thompson@h5sjp8ec0vfv3gjd1.com	Walnut Grove	57752	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27351286	Miss	Cynthia	Johnson	F	W	1988-07-31	Vanuatu	cynthia.johnson@xb9lgjgyag.com	Maple Grove	28252	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27351293	Dr.	Chantell	Clark	M	M	1953-04-10	Norfolk Island	chantell.clark@vobpx.org	Clifton	58014	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27351294	Dr.	Xavier	Kelly	M	M	1969-04-17	Mauritania	xavier.kelly@xe61lzr5o0lb97zy.edu	Mount Olive		United States		TRUE	2022-10-03 22:43:20.810 -0700
27351302	Ms.	Theresa	Sawyer	F	W	1929-05-27	Virgin Islands, U.S.	theresa.sawyer@94e4f87.org	Antioch	58605	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27351305	Dr.	William	Carpenter	F	D	1933-06-08	Jamaica	william.carpenter@lnyptbsarejz.edu	Kingston	74975	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27351308	Miss	Georgia	Marks	F	W	1944-10-12	Afghanistan	georgia.marks@zg422mtplikflq2.edu	Shiloh	19275	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27351315	Dr.	George	Taylor	F	W	1965-03-07	Bolivia	george.taylor@osqd6tdo0leemln.com	Mount Vernon	38482	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27351320	Sir	Willie	Chism	F	W	1974-07-19	Armenia	willie.chism@zgdylv.edu	Unionville	31711	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27351326	Mr.	Demetrius	Turner	M	U	1976-06-22	Uruguay	demetrius.turner@4.com	Salem	08648	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27351328	Sir	Bruce	Mccord	F	W	1941-07-21	Sri Lanka	bruce.mccord@x4btbvecnp0mki.com	Edgewood	70069	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27351334	Mr.	Vito	Ramey	M	D	1927-05-07	Antigua And Barbuda	vito.ramey@j6.org	Lakeview	58579	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27351337	Sir	Michael	Pedersen	M	U	1963-11-07	Grenada	michael.pedersen@cifgr3.com	Woodland	54854	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27351376	Sir	Steven	Amos	M	M	1961-01-15	Somalia	steven.amos@9gnghnu1r6dcqgpxxf.com	Price	73824	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27351384	Mr.	Jason	Mcmahon	M	W	1987-12-26	Singapore	jason.mcmahon@mzp.org	Glendale	63951	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27351392	Mrs.	Samantha	Turner	M	U	1953-10-31	Madagascar	samantha.turner@iyqtn0sd.edu	Oakland	49843	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27351412	Miss	Sofia	Clay	F	D	1979-01-06	Gibraltar	sofia.clay@6pjya5oak.com	Waterloo	51675	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27351415	Dr.	William	Fain	F	U	1987-07-25	New Zealand	william.fain@rt.edu	Waterloo	61675	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27351428	Dr.	William	Snyder	M	M	1943-01-07	Cayman Islands	william.snyder@ul.com	Lakeview	78579	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27351444	Ms.	April	Mason	M	U	1975-01-10	Wallis And Futuna	april.mason@rmh7dh.org	Georgetown	37057	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
