CUSTOMER_PK,SALUTATION,FIRST_NAME,LAST_NAME,GENDER,MARITAL_STATUS,DAY_OF_BIRTH,BIRTH_COUNTRY,EMAIL_ADDRESS,CITY_NAME,ZIP_CODE,COUNTRY_NAME,GMT_TIMEZONE_OFFSET,PREFERRED_CUST_FLAG,REGISTRATION_TIME,
27355546,Miss,Martha,Garris,F,U,11/28/1930,Antigua And Barbuda,martha.garris@fedq2khxvgpdyjxopu1.edu,Glenwood,23511,United States,-5,TRUE,43:20.8,
27355629,Dr.,Florence,Cruse,F,S,4/24/1932,Botswana,florence.cruse@cbu.edu,Lincoln,11289,United States,-5,TRUE,43:20.8,
27355640,Dr.,Neil,Gable,M,S,3/23/1948,Guam,neil.gable@shosy15iij.org,Mountain View,5066,United States,-5,TRUE,43:20.8,
27355673,Dr.,Elaine,Davidson,M,W,9/2/1989,India,elaine.davidson@b3hm12ncbf.edu,Walnut Grove,37752,United States,-6,FALSE,43:20.8,
27355689,Miss,Ruby,Coleman,M,W,6/13/1974,Aland Islands,ruby.coleman@77lynh.org,Summit,60499,United States,-6,FALSE,43:20.8,
27355690,Dr.,Reginald,Gutierrez,M,U,3/6/1964,Morocco,reginald.gutierrez@x9l5qdfucx.com,Oak Hill,67838,United States,-6,TRUE,43:20.8,
27355695,Sir,Joshua,Levesque,M,W,10/23/1942,Saint Helena,joshua.levesque@2evaqf.org,Lone Pine,97441,United States,-8,TRUE,43:20.8,
27355696,Dr.,Louis,Donley,M,D,6/16/1936,Liberia,louis.donley@dvfr.org,Unionville,81711,United States,-7,FALSE,43:20.8,
27355718,Mrs.,Cynthia,Miner,F,M,11/4/1963,Jamaica,cynthia.miner@jurdh.edu,Pleasant Valley,32477,United States,-5,TRUE,43:20.8,
27355812,Mrs.,Theresa,Love,M,S,11/3/1963,Mongolia,theresa.love@2sthvgvt3h2n7.org,Jackson,49583,United States,-6,FALSE,43:20.8,
27355813,Mr.,Dennis,Kline,M,S,12/14/1980,Montserrat,dennis.kline@qhiz7a3yg4maqfpo.org,Farmington,79145,United States,-6,FALSE,43:20.8,
27355821,Miss,Beverly,May,F,S,1/14/1991,Uganda,beverly.may@lnikzjmxhe0bqg.edu,Greenville,11387,United States,-5,FALSE,43:20.8,
27355837,Mr.,Donald,Scott,M,W,3/21/1950,Senegal,donald.scott@fq.org,Brownsville,39310,United States,-6,FALSE,43:20.8,
27355843,Mrs.,Geraldine,Ritter,F,U,10/10/1945,Malta,geraldine.ritter@jzv6bkqo.org,Fairview,,United States,,TRUE,43:20.8,
27355865,Ms.,Nicole,Hunter,M,D,8/29/1946,Jersey,nicole.hunter@83m0ainlm4enjlp.edu,Friendship,94536,United States,-9,TRUE,43:20.8,
27355882,Mrs.,Rita,Rodriguez,F,S,12/10/1985,American Samoa,rita.rodriguez@qesb7ooq.org,Wilson,96971,United States,-8,TRUE,43:20.8,
27355902,Sir,Percy,Smith,F,U,12/7/1926,Bhutan,percy.smith@4zu.edu,Maple Grove,78252,United States,-6,FALSE,43:20.8,
27355908,Sir,Paul,Tate,F,D,4/10/1963,Kiribati,paul.tate@lhnf2mvmamggt.org,Colonial Heights,33425,United States,-6,FALSE,43:20.8,
27355924,Mr.,Nathan,Copeland,F,W,11/27/1961,Aruba,nathan.copeland@av53uzfktvm.edu,Oakwood,10169,United States,-5,TRUE,43:20.8,
27355937,Dr.,Allison,Smith,F,W,3/28/1974,Brunei Darussalam,allison.smith@7nysd5jzh.edu,Fairview,25709,United States,-5,FALSE,43:20.8,
27355989,Dr.,Kimberly,Velez,M,U,1/3/1960,Portugal,kimberly.velez@qug4teznvbsioavcamh.edu,Greenville,61387,United States,-7,FALSE,43:20.8,
27356034,Dr.,Sandra,Hammond,M,D,5/10/1974,Poland,sandra.hammond@r1doxakctyczad9.org,Kingston,74975,United States,-6,FALSE,43:20.8,
27356037,Miss,Amalia,Henry,F,W,9/26/1936,Australia,amalia.henry@42yur.org,Valley View,35124,United States,-5,FALSE,43:20.8,
27356038,Miss,Laura,Hunt,F,S,3/8/1988,Italy,laura.hunt@itguzjd9t7mx.org,Maple Grove,48252,United States,-5,TRUE,43:20.8,
27356050,Ms.,Eileen,Cowan,F,S,4/14/1952,Germany,eileen.cowan@kn0veotqrdd.edu,Walnut Grove,37752,United States,-6,TRUE,43:20.8,
27356058,Sir,Mark,Lopez,F,S,3/24/1966,Switzerland,mark.lopez@xte55ipn7ta.edu,Rutland,98375,United States,-8,FALSE,43:20.8,
27356068,Dr.,Joseph,Easley,F,U,6/24/1983,Greenland,joseph.easley@lxukojqv.org,Georgetown,67057,United States,-7,TRUE,43:20.8,
27356081,Ms.,Beverly,Vasquez,M,D,1/21/1980,Brunei Darussalam,beverly.vasquez@xofcjotsz7oktf.com,Liberty,43451,United States,-5,FALSE,43:20.8,
25350105,Mrs.,Sharon,Coates,M,M,11/27/1926,RÉunion,sharon.coates@xuinl8lvnij8i.com,Providence,46614,United States,-5,TRUE,43:20.8,
25350130,Sir,Christopher,Mcgill,M,W,9/6/1931,Australia,christopher.mcgill@xhefnblrky.edu,Fairview,75709,United States,-6,TRUE,43:20.8,
25350160,Miss,Hazel,Baldwin,F,U,10/25/1936,Israel,hazel.baldwin@f7mgrtjmgir.edu,Red Oak,35018,United States,-5,FALSE,43:20.8,
25350193,Mr.,Jonas,Piper,M,S,11/19/1937,Jordan,jonas.piper@dunq0eeuplhbubhzr6f.com,Arlington,56557,United States,-6,TRUE,43:20.8,
25350208,Sir,Keith,Chavez,F,W,7/6/1970,Jersey,keith.chavez@pgcpapsyjggca.com,Deerfield,79840,United States,-6,TRUE,43:20.8,
25350215,Mr.,Arnold,Underwood,F,W,12/28/1927,Zambia,arnold.underwood@givjpn9ghnhoan4k93f.edu,Plainview,33683,United States,-5,TRUE,43:20.8,
25350236,Miss,Diana,Valdes,M,M,6/18/1925,Argentina,diana.valdes@fl5bx.com,Jonestown,53607,United States,-6,FALSE,43:20.8,
25350255,Mrs.,Marguerite,Johnson,M,S,1/21/1965,Timor-Leste,marguerite.johnson@gaz4k2c08iue.com,Bunker Hill,50150,United States,-6,TRUE,43:20.8,
25350257,Sir,Joshua,Todd,F,W,8/5/1972,Burkina Faso,joshua.todd@aayax6fvzcod3.edu,Providence,36614,United States,-5,FALSE,43:20.8,
25350260,Mr.,Jerry,Michaels,F,D,11/9/1970,Iraq,jerry.michaels@5.edu,Arlington,76557,United States,-6,TRUE,43:20.8,
25350277,Dr.,Esteban,Harris,F,W,4/18/1979,Hong Kong,esteban.harris@jkpajsb5.edu,Oakwood,20169,United States,-5,TRUE,43:20.8,
25350327,Mrs.,Kayla,Brown,M,S,1/20/1933,Canada,kayla.brown@tjzubulok.org,Forest Hills,79237,United States,-6,FALSE,43:20.8,
25350330,Sir,Floyd,Prather,F,M,8/1/1962,Portugal,floyd.prather@aicdoe9fyf.edu,Pleasant Hill,73604,United States,-6,FALSE,43:20.8,
25350334,Mrs.,Ruby,Carlson,M,U,5/26/1938,Georgia,ruby.carlson@47b8cfd.com,Salem,38048,United States,-6,FALSE,43:20.8,
25350350,Mr.,Arnold,Watson,M,U,7/26/1928,Netherlands,arnold.watson@psdcajup0guzos9.com,Unionville,81711,United States,-8,FALSE,43:20.8,
25350404,Ms.,Joy,Guillen,F,W,2/3/1943,Guyana,joy.guillen@0x.org,Bethel,75281,United States,-6,TRUE,43:20.8,
25350415,Mr.,Joseph,Jones,M,W,10/13/1960,Malta,joseph.jones@mx.com,Mount Zion,48054,United States,-5,TRUE,43:20.8,
25350446,Ms.,Thelma,Flint,F,U,6/8/1957,Palau,thelma.flint@1g.edu,Pleasant Valley,82477,United States,-7,FALSE,43:20.8,
25350463,Sir,Jesse,Mcclure,F,M,10/4/1941,Hong Kong,jesse.mcclure@7jomsm51xn.org,Philadelphia,25591,United States,-5,TRUE,43:20.8,
25350509,Dr.,Susan,Edwards,M,W,5/6/1928,Greece,susan.edwards@i.org,Greenfield,25038,United States,-5,TRUE,43:20.8,
25350544,Mr.,Norman,Lopez,M,U,8/25/1991,Angola,norman.lopez@6jm.org,Oak Ridge,28371,United States,-5,FALSE,43:20.8,
25350546,Miss,Katie,Ross,M,S,9/29/1938,Cape Verde,katie.ross@fyml4y.edu,Georgetown,67057,United States,-6,FALSE,43:20.8,
25350576,Mr.,Brian,Zink,M,S,3/24/1935,Spain,brian.zink@ark7oqnkadr2.edu,Roscoe,41854,United States,-5,FALSE,43:20.8,
25350612,Dr.,Joe,Mitchell,M,M,1/16/1966,Georgia,joe.mitchell@dkybi4ngbtgige6.com,Highland Park,76534,United States,-6,FALSE,43:20.8,
25350658,Mr.,Bruce,Harrison,F,U,10/8/1933,Uruguay,bruce.harrison@jeofibh223v.edu,Mount Pleasant,21933,United States,-5,FALSE,43:20.8,
25350661,Mr.,Landon,Currier,M,D,10/13/1929,Philippines,landon.currier@j4oruxpvx7zdsmmmvuv.org,Bethel,35281,United States,-6,TRUE,43:20.8,
25350665,Dr.,James,Smith,M,D,1/6/1924,Iceland,james.smith@lbv6.com,Salem,68048,United States,-6,FALSE,43:20.8,
25350685,Sir,Jay,Robinson,M,W,1/20/1990,Hong Kong,jay.robinson@lgpmc8cxu.org,Harmony,95804,United States,-8,TRUE,43:20.8,
25350693,Dr.,Alice,Stewart,M,M,4/13/1979,Austria,alice.stewart@8x9j.com,Ludlow,25566,United States,-5,FALSE,43:20.8,
25350695,Dr.,Garrett,Burch,M,M,6/25/1958,Saudi Arabia,garrett.burch@carkgmzhvj1k43zq.edu,Walnut Grove,47752,United States,-5,TRUE,43:20.8,
25350717,Ms.,Jennifer,Rhoades,F,M,8/23/1972,Gibraltar,jennifer.rhoades@z9zfmnzm6u.com,Spring Hill,56787,United States,-6,FALSE,43:20.8,
25350738,Mr.,Wayne,Taylor,M,W,12/9/1977,Ethiopia,wayne.taylor@ogigcpzn9.com,Mount Zion,68054,United States,-7,FALSE,43:20.8,
25350745,Mrs.,Joy,Nguyen,M,W,7/24/1930,Dominica,joy.nguyen@yo6x.edu,Brownsville,19310,United States,-5,TRUE,43:20.8,
25350746,Mr.,Luke,House,M,W,5/22/1968,United Kingdom,luke.house@ocbcqveon.com,New Hope,99431,United States,-8,FALSE,43:20.8,
25350763,Mrs.,Claudia,Sears,F,W,7/15/1986,Burundi,claudia.sears@9ytn8pe7eku.edu,Harmony,25804,United States,-5,TRUE,43:20.8,
25350767,Sir,James,Rivers,M,M,1/27/1927,"Korea, Republic Of",james.rivers@dc6.org,Highland Park,66534,United States,-6,FALSE,43:20.8,
25350774,Mr.,Charles,Henry,F,S,12/13/1977,Morocco,charles.henry@5.org,Oak Grove,58370,United States,-6,TRUE,43:20.8,
25350793,Miss,Jule,Earley,F,M,6/9/1948,Nigeria,jule.earley@dalobi.com,Morris,96696,United States,-8,TRUE,43:20.8,
25350828,Mrs.,Linda,Braden,M,U,4/20/1937,Tunisia,linda.braden@zk.org,Roy,80744,United States,-7,FALSE,43:20.8,
25350858,Dr.,David,Morrison,M,W,3/31/1936,Venezuela,david.morrison@h5.org,Spring Valley,56060,United States,-6,TRUE,43:20.8,
25350870,Dr.,Kelli,Lopez,F,M,4/6/1959,Montserrat,kelli.lopez@vqv.edu,Pine Grove,34593,United States,-5,TRUE,43:20.8,
25350880,Mr.,Thomas,Merrell,M,M,9/6/1937,Japan,thomas.merrell@eemmce1bfhvhevxv.org,Milan,56697,United States,-6,FALSE,43:20.8,
25350881,Dr.,Maurice,Dancy,M,M,1/27/1968,Zimbabwe,maurice.dancy@cikv34fk5.edu,Liberty,4051,United States,-5,TRUE,43:20.8,
25350905,Sir,Joe,Kirkpatrick,M,D,7/5/1972,Monaco,joe.kirkpatrick@kbcozjk.org,Cordova,36938,United States,-6,TRUE,43:20.8,
25350921,Miss,Norma,Rowley,F,D,4/21/1932,Niue,norma.rowley@nlmi9t.org,Pleasant Hill,63604,United States,-6,TRUE,43:20.8,
25350925,Dr.,Jessie,Duncan,M,W,6/9/1988,Belarus,jessie.duncan@gn.com,Bethel,55281,United States,-6,TRUE,43:20.8,
25350937,Miss,Antonio,Dahl,M,S,12/29/1984,Oman,antonio.dahl@qbmigabb.com,Hamilton,62808,United States,-6,FALSE,43:20.8,
25350963,Miss,Emily,Cook,M,M,4/13/1948,American Samoa,emily.cook@l34rc4.org,Plainview,63683,United States,-6,TRUE,43:20.8,
25350982,Mr.,William,Welsh,M,D,1/2/1978,Kuwait,william.welsh@qffqlad.edu,Bethel,75281,United States,-6,TRUE,43:20.8,
25351022,Miss,Jacquline,Osborne,M,M,1/29/1947,Saudi Arabia,jacquline.osborne@of8.org,Antioch,28605,United States,-5,TRUE,43:20.8,
25351037,Mrs.,Viviana,Roberts,M,D,4/26/1936,Jersey,viviana.roberts@d1ndgtttrtvunsf.edu,Fairview,15709,United States,-5,TRUE,43:20.8,
25351081,Mr.,Robert,Simpson,F,U,10/15/1948,United States,robert.simpson@sbgza3i6omc.edu,Lakeview,88579,United States,-7,TRUE,43:20.8,
25351082,Mr.,George,Davis,F,W,2/10/1926,Myanmar,george.davis@j61ejqlpdxkbj2yurq.org,Whitesville,35903,United States,-6,FALSE,43:20.8,
25351093,Dr.,Bruce,Mata,F,M,11/7/1928,Fiji,bruce.mata@qxmmxyhzm2oql79z.edu,Lebanon,32898,United States,-5,TRUE,43:20.8,
25351102,Mrs.,Muriel,Devlin,M,D,3/17/1986,Jordan,muriel.devlin@4qi5.edu,Summit,50499,United States,-6,TRUE,43:20.8,
25351108,Dr.,Ron,Martinez,F,W,5/20/1956,United Kingdom,ron.martinez@yzuyutmlkedyy.com,Springdale,78883,United States,-6,TRUE,43:20.8,
25351113,Ms.,Cristi,Escobedo,M,M,10/18/1973,Guam,cristi.escobedo@qciklt3lpqh.edu,Mount Olive,78059,United States,-6,FALSE,43:20.8,
25351127,Ms.,Rose,Saylor,F,S,10/18/1932,Uzbekistan,rose.saylor@66s1gt6.org,Woodlawn,54098,United States,-6,TRUE,43:20.8,
25351154,Dr.,Nathaniel,Necaise,F,W,12/12/1964,Malawi,nathaniel.necaise@ccfjqov.org,Union Hill,27746,United States,-5,TRUE,43:20.8,
25351156,Mrs.,Brandy,Davis,M,W,8/3/1958,Mozambique,brandy.davis@8bmgav.org,Concord,74107,United States,-6,TRUE,43:20.8,
25351174,Dr.,Vincent,Tuck,F,S,3/27/1952,Syrian Arab Republic,vincent.tuck@dbder0buy.org,Greenwood,58828,United States,-6,FALSE,43:20.8,
25351191,Mr.,Francis,Dupont,M,W,10/4/1943,Morocco,francis.dupont@gn.org,Green Acres,37683,United States,-5,TRUE,43:20.8,
25351230,Dr.,Ryan,Orozco,M,W,10/2/1972,Italy,ryan.orozco@g5ytek5axt.com,Lakeview,28579,United States,-5,FALSE,43:20.8,
25351236,Mr.,Douglas,Baird,M,M,12/30/1927,Pakistan,douglas.baird@aajfaihkvubloyg.org,Westgate,62366,United States,-6,FALSE,43:20.8,
25351271,Mrs.,Marilyn,Wilson,M,D,3/5/1982,Lesotho,marilyn.wilson@tsr.com,Shiloh,99275,United States,-8,TRUE,43:20.8,
25351279,Mr.,Oscar,Patterson,M,D,7/16/1942,Trinidad And Tobago,oscar.patterson@1iftnul8n.org,Highland,29454,United States,-5,FALSE,43:20.8,
25351280,Sir,Donald,Brubaker,F,S,12/8/1989,Paraguay,donald.brubaker@mhbojbvb1th.com,Salem,48048,United States,-5,FALSE,43:20.8,
25351282,Dr.,Rodney,Ruiz,M,D,9/24/1970,Panama,rodney.ruiz@o6hle8.org,Gum Springs,32106,United States,-5,FALSE,43:20.8,
25351310,Mr.,Walter,Linn,M,S,3/23/1947,New Caledonia,walter.linn@mllsqmpqrx.com,New Hope,49431,United States,-5,TRUE,43:20.8,
25351356,Dr.,Jo,Wilson,F,S,8/13/1964,Pakistan,jo.wilson@jeavxph.com,Mount Vernon,38482,United States,-5,TRUE,43:20.8,
25351406,Mr.,James,Keegan,F,S,9/6/1940,Guam,james.keegan@zn64.edu,Five Forks,42293,United States,-5,FALSE,43:20.8,
25351412,Mrs.,Teresa,Woods,F,S,11/8/1970,Tunisia,teresa.woods@96ie61blsyieoz.com,Maple Grove,78252,United States,-6,TRUE,43:20.8,
25351421,Mrs.,Miranda,Strader,F,S,2/8/1948,Sweden,miranda.strader@zx4cakmllov.com,Waterloo,81675,United States,-7,FALSE,43:20.8,
25351444,Dr.,Jeanne,Gray,M,D,3/3/1976,Guinea,jeanne.gray@lazx9ccbjmpug.org,Oakwood,50169,United States,-6,FALSE,43:20.8,
25351466,Dr.,Barbara,Le,M,W,12/13/1954,Dominica,barbara.le@alvakkcngf4.org,Maywood,75681,United States,-6,TRUE,43:20.8,
25351469,Mr.,Stephen,Singletary,M,S,3/12/1975,Uzbekistan,stephen.singletary@pdlvnpgxji.com,Lakewood,28877,United States,-5,FALSE,43:20.8,
25351475,Dr.,Robert,Tran,F,W,1/13/1969,Myanmar,robert.tran@2pdozujfkd0g.edu,Pleasant Grove,64136,United States,-6,TRUE,43:20.8,
25351482,Mrs.,Katy,Swain,M,W,8/29/1943,Albania,katy.swain@5p9o73lzdyzf.com,Highland Park,66534,United States,-6,FALSE,43:20.8,
25351502,Mr.,Robert,Kelly,M,D,11/24/1962,"Virgin Islands, U.S.",robert.kelly@gaea2eqngky.com,Oak Hill,17838,United States,-5,TRUE,43:20.8,
25351507,Dr.,Anthony,Upton,F,S,5/19/1928,Antarctica,anthony.upton@qz9e.org,Wilson,26971,United States,-5,TRUE,43:20.8,
25351538,Mrs.,Sharon,Adams,F,W,1/14/1959,India,sharon.adams@7oa.edu,Valley View,45124,United States,-6,TRUE,43:20.8,
25351541,Ms.,Diane,Ayers,F,U,7/2/1948,Afghanistan,diane.ayers@m91xeh.edu,Sulphur Springs,28354,United States,-5,TRUE,43:20.8,
25351543,Dr.,Richard,Heinz,F,S,7/5/1963,Benin,richard.heinz@c00h6jkgldr5ohd.org,Oakwood,80169,United States,-7,TRUE,43:20.8,
25351548,Ms.,Dina,Reddick,M,U,2/16/1960,Rwanda,dina.reddick@txg.org,Sunnyside,41952,United States,-5,TRUE,43:20.8,
25351599,Mrs.,Constance,Vargas,F,M,11/12/1954,Myanmar,constance.vargas@zc6j6bbmk3.edu,Cedar Grove,60411,United States,-6,TRUE,43:20.8,
25351622,Dr.,Omar,Pointer,M,S,8/13/1933,Thailand,omar.pointer@gsjsdb1zjqbdoa0mr.org,Springfield,49303,United States,-5,FALSE,43:20.8,
25351659,Dr.,Eugene,Stevens,F,U,4/16/1961,Saint Helena,eugene.stevens@bhodbemsdt.edu,Unionville,2311,United States,-5,FALSE,43:20.8,
25351670,Dr.,Lakenya,Jones,M,U,2/2/1939,Panama,lakenya.jones@uuibigomokpixiut.edu,Lakeview,88579,United States,-8,TRUE,43:20.8,
25351680,Dr.,Broderick,Kuhn,F,M,4/14/1936,Antigua And Barbuda,broderick.kuhn@9vjy4.com,Mountain View,44466,United States,-5,TRUE,43:20.8,
25351706,Sir,Wayne,Meacham,M,U,8/13/1935,South Africa,wayne.meacham@ml34qudhy2v.com,Highland Park,36534,United States,-5,FALSE,43:20.8,
25351729,Mrs.,Nicole,Ryan,F,U,1/27/1983,Portugal,nicole.ryan@thqtr09.com,Highland,49454,United States,,TRUE,43:20.8,
25351743,Dr.,Kenneth,Bland,M,S,3/6/1945,Norway,kenneth.bland@jsh6okyprqrcy.edu,Macedonia,81087,United States,-7,FALSE,43:20.8,
25351746,Dr.,Louise,Oneill,F,U,3/20/1976,"Moldova, Republic Of",louise.oneill@gk.org,Lakewood,48877,United States,-6,TRUE,43:20.8,
25351749,Mrs.,Crystal,Rawlins,M,M,12/26/1953,Dominica,crystal.rawlins@nvkqtvy.org,Whitesville,55903,United States,-6,FALSE,43:20.8,
25351785,Ms.,Rebecca,Woods,F,D,2/24/1967,"Korea, Republic Of",rebecca.woods@quits.org,Enterprise,81757,United States,-7,TRUE,43:20.8,
25351786,Sir,Joe,Ruiz,F,S,10/7/1931,Mongolia,joe.ruiz@sgjvy0bsc0hmsbj.org,Oak Grove,48370,United States,-5,TRUE,43:20.8,
25351790,Miss,Dora,Ray,M,D,7/1/1936,Pakistan,dora.ray@l7gziaujsqe2.edu,Waterloo,71675,United States,-6,TRUE,43:20.8,
25351819,Mrs.,Bethany,Morales,M,U,3/21/1990,Seychelles,bethany.morales@t48plbnl6jf.edu,Union Hill,47746,United States,-6,FALSE,43:20.8,
25351823,Mrs.,Ella,Haight,F,W,3/20/1955,Uruguay,ella.haight@ya5p57gurcn81q9.org,Oakwood,70169,United States,-6,FALSE,43:20.8,
25351860,Miss,Shanice,Brown,M,D,5/3/1941,Burkina Faso,shanice.brown@opvd38vzp0.org,Glenwood,53511,United States,-6,TRUE,43:20.8,
25351898,Mr.,Richard,Harvey,M,M,1/12/1957,Gibraltar,richard.harvey@rbxn.edu,Harmony,75804,United States,-6,TRUE,43:20.8,
25351906,Dr.,Constance,Timmons,M,W,11/26/1965,Lebanon,constance.timmons@0tzgk0snlo9.edu,Farmington,79145,United States,-6,TRUE,43:20.8,
25351911,Sir,Brandon,Singer,F,M,6/16/1961,Zambia,brandon.singer@r.com,Woodlawn,54098,United States,-6,FALSE,43:20.8,
25351940,Sir,Larry,Montgomery,M,S,12/7/1933,Christmas Island,larry.montgomery@nczycsjzd8udzu.edu,Woodland Park,41934,United States,-5,TRUE,43:20.8,
25351966,Mrs.,Elizabeth,Marquez,M,U,7/10/1937,Antigua And Barbuda,elizabeth.marquez@vpz8az.org,Pleasant Valley,62477,United States,-6,FALSE,43:20.8,
25352013,Ms.,Monique,Marshall,M,S,6/23/1966,Guatemala,monique.marshall@ral6q.edu,Oakland,59843,United States,-6,FALSE,43:20.8,
25352014,Dr.,Billy,Clifton,F,U,8/23/1977,Peru,billy.clifton@2mlo65dch.edu,Summit,40499,United States,-5,TRUE,43:20.8,
25352040,Mr.,Jeffrey,Moulton,F,M,2/6/1932,Finland,jeffrey.moulton@ji9ztzrqfeamb.org,Fairfield,36192,United States,-5,TRUE,43:20.8,
25352053,Dr.,Rose,Lindley,M,S,9/10/1968,Saudi Arabia,rose.lindley@gedkb8t3eyt.edu,Bunker Hill,90150,United States,-8,TRUE,43:20.8,
25352063,Mr.,Benjamin,Byrne,M,D,3/29/1937,Namibia,benjamin.byrne@c0ix5th5nzquit.com,Hopewell,50587,United States,-6,FALSE,43:20.8,
25352073,Miss,Kathy,Fountain,F,W,7/31/1987,Viet Nam,kathy.fountain@ue3zfb.edu,Oak Ridge,48371,United States,-5,TRUE,43:20.8,
25352095,Mr.,Pablo,Phillips,F,M,4/9/1985,Denmark,pablo.phillips@crr4umuhogf0.com,Point Pleasant,54749,United States,-6,FALSE,43:20.8,
25352117,Mr.,Raymond,Burney,M,M,4/25/1925,Austria,raymond.burney@pv98v8kqa8pr4ve.edu,Farmington,49145,United States,-6,FALSE,43:20.8,
25352212,Mrs.,Rosemary,Liddell,M,D,10/11/1975,Timor-Leste,rosemary.liddell@pz0edcegfgfmirb.com,Kingston,64975,United States,-6,TRUE,43:20.8,
25352222,Sir,Christopher,Lunn,F,S,5/4/1924,Azerbaijan,christopher.lunn@d0rpyqxc.org,Lakewood,68877,United States,-6,FALSE,43:20.8,
25352254,Sir,Richard,Campbell,M,S,8/12/1964,"Virgin Islands, U.S.",richard.campbell@9umpahju.edu,Pine Grove,44593,United States,-6,TRUE,43:20.8,
25352265,Dr.,Arthur,Mckinney,F,U,6/22/1980,Liberia,arthur.mckinney@z.org,Greenfield,75038,United States,-6,FALSE,43:20.8,
25352299,Dr.,Bertie,Rider,F,M,12/30/1990,Togo,bertie.rider@pl10mqsylgx.com,Mountain View,74466,United States,-6,TRUE,43:20.8,
25352300,Mrs.,Bonita,Flores,F,W,1/29/1952,Burundi,bonita.flores@75brx2gyxyhor.edu,Somerville,47783,United States,-5,TRUE,43:20.8,
25352307,Mr.,Eugene,Gaddy,M,W,9/10/1925,Dominica,eugene.gaddy@en1hsco8lcm.com,Crossroads,10534,United States,-5,FALSE,43:20.8,
25352321,Sir,James,Rose,F,M,3/14/1960,Guinea-Bissau,james.rose@3ccghqbrojh67j.com,Macedonia,41087,United States,-5,TRUE,43:20.8,
25352335,Miss,Linda,Mills,M,U,7/4/1948,Guadeloupe,linda.mills@pmneg0y6gdfdpcylf.com,Greenfield,5638,United States,-5,FALSE,43:20.8,
25352336,Sir,Thomas,Simmons,M,D,9/13/1948,Burundi,thomas.simmons@rlzhrardjru.com,Oakwood,20169,United States,-5,FALSE,43:20.8,
25352344,Miss,Carole,Graham,M,D,3/4/1981,Thailand,carole.graham@pjtyhbr34upffu3hdh4d.com,Salem,78048,United States,-6,TRUE,43:20.8,
25352355,Mrs.,Amy,Kelly,M,D,5/22/1942,Angola,amy.kelly@ghdjyupdtrrfqbh.com,Summit,20499,United States,-5,FALSE,43:20.8,
25352362,Mr.,Carl,Vargas,F,M,9/20/1939,United Arab Emirates,carl.vargas@tao3ald7bo0o4yc.edu,Lawrenceville,84462,United States,-7,FALSE,43:20.8,
25352363,Dr.,Steven,Calderon,M,W,11/21/1947,Hungary,steven.calderon@qiacf.edu,Riverdale,49391,United States,-5,TRUE,43:20.8,
25352383,Miss,Ana,Brooks,M,M,10/9/1927,Benin,ana.brooks@srqokrmyr6qv3g.edu,Georgetown,37057,United States,-5,FALSE,43:20.8,
25352407,Sir,Todd,Rose,F,D,10/17/1985,"Moldova, Republic Of",todd.rose@jlsju9vmxzoigt2.edu,Brownsville,69310,United States,-6,FALSE,43:20.8,
25352418,Mrs.,Melissa,Browne,F,S,4/3/1984,Guinea,melissa.browne@fnm64c2hej.com,Woodlawn,4698,United States,-5,FALSE,43:20.8,
25352420,Dr.,Traci,Grant,F,S,12/6/1928,United Kingdom,traci.grant@xgnyhooomb.org,Bunker Hill,70150,United States,-6,FALSE,43:20.8,
25352427,Sir,Thomas,Richardson,F,S,8/5/1992,Belgium,thomas.richardson@7b3.edu,Salem,18048,United States,-5,FALSE,43:20.8,
25352440,Miss,June,Johnson,M,S,7/25/1975,Ukraine,june.johnson@4df.edu,Mount Vernon,58482,United States,-6,FALSE,43:20.8,
25352467,Sir,Paul,Green,M,W,6/27/1928,Uganda,paul.green@hjyebmqlz1qrbv.com,Union Hill,87746,United States,-7,TRUE,43:20.8,
25352481,Dr.,James,Pierce,M,U,6/1/1924,Ethiopia,james.pierce@tic.org,Oakland,59843,United States,-6,FALSE,43:20.8,
25352498,Dr.,John,Parks,F,S,2/24/1980,Hungary,john.parks@rq3gmuzjb.edu,Sulphur Springs,38354,United States,-6,TRUE,43:20.8,
25352509,Sir,Derek,Cummings,M,W,5/15/1977,Aruba,derek.cummings@55qhrgbv90hoh.com,Plainview,43683,United States,-5,FALSE,43:20.8,
25352512,Dr.,Anthony,Redd,M,W,11/29/1972,Bulgaria,anthony.redd@yp1kv0lv2kxj82a.com,Harmony,75804,United States,-6,FALSE,43:20.8,
25352514,Mr.,Willis,Stone,M,M,4/30/1943,Wallis And Futuna,willis.stone@xceaoqrikm5jq.com,Lakeside,59532,United States,-6,TRUE,43:20.8,
25352516,Dr.,Emmanuel,Olsen,F,M,3/29/1929,Antarctica,emmanuel.olsen@gplkenf.edu,Jackson,39583,United States,-6,TRUE,43:20.8,
25352579,Dr.,Laurel,Fitzgerald,M,D,2/17/1974,Tonga,laurel.fitzgerald@g3dn8n.org,Lakeside,69532,United States,-6,TRUE,43:20.8,
25352581,Dr.,Flora,Grigsby,M,W,10/4/1968,Mali,flora.grigsby@oi7qligmfgk3o7uu.org,Hamilton,72808,United States,-6,FALSE,43:20.8,
25352582,Dr.,Audrey,Frank,M,U,7/29/1990,Greenland,audrey.frank@2pml8qd.org,Farmington,9745,United States,-5,TRUE,43:20.8,
